year,month,day,hour,day_of_week,temperature_F
2020,2,8,20,6,38.32
2020,2,8,21,6,37.95
2020,2,8,22,6,37.5
2020,2,8,23,6,37.5
2020,2,9,0,7,37.52
2020,2,9,1,7,37.54
2020,2,9,2,7,37.23
2020,2,9,3,7,36.13
2020,2,9,4,7,35.81
2020,2,9,5,7,35.29
2020,2,9,6,7,34.4
2020,2,9,7,7,33.55
2020,2,9,8,7,32.79
2020,2,9,9,7,32.47
2020,2,9,10,7,31.41
2020,2,9,11,7,31.76
2020,2,9,12,7,31.69
2020,2,9,13,7,32
2020,2,9,14,7,34.57
2020,2,9,15,7,39.13
2020,2,9,16,7,41.98
2020,2,9,17,7,45.13
2020,2,9,18,7,47.36
2020,2,9,19,7,48.78
2020,2,9,20,7,50.58
2020,2,9,21,7,50.98
2020,2,9,22,7,49.14
2020,2,9,23,7,46.84
2020,2,10,0,1,44.51
2020,2,10,1,1,43.55
2020,2,10,2,1,42.13
2020,2,10,3,1,40.85
2020,2,10,4,1,40.29
2020,2,10,5,1,38.77
2020,2,10,6,1,38.46
2020,2,10,7,1,38.3
2020,2,10,8,1,37.98
2020,2,10,9,1,36.14
2020,2,10,10,1,36.91
2020,2,10,11,1,36.41
2020,2,10,12,1,36.8
2020,2,10,13,1,38.32
2020,2,10,14,1,42.87
2020,2,10,15,1,47.95
2020,2,10,16,1,50.57
2020,2,10,17,1,53.31
2020,2,10,18,1,54.41
2020,2,10,19,1,55.84
2020,2,10,20,1,56.23
2020,2,10,21,1,56.67
2020,2,10,22,1,54.46
2020,2,10,23,1,53.88
2020,2,11,0,2,53.23
2020,2,11,1,2,53.2
2020,2,11,2,2,53.53
2020,2,11,3,2,54.36
2020,2,11,4,2,54.35
2020,2,11,5,2,54.2
2020,2,11,6,2,54.78
2020,2,11,7,2,55.67
2020,2,11,8,2,56.65
2020,2,11,9,2,57.04
2020,2,11,10,2,58.42
2020,2,11,11,2,57.9
2020,2,11,12,2,58.28
2020,2,11,13,2,59.1
2020,2,11,14,2,61.14
2020,2,11,15,2,63.23
2020,2,11,16,2,64.73
2020,2,11,17,2,66.53
2020,2,11,18,2,68.26
2020,2,11,19,2,68.02
2020,2,11,20,2,68.63
2020,2,11,21,2,68.66
2020,2,11,22,2,69.15
2020,2,11,23,2,68.29
2020,2,12,0,3,67.61
2020,2,12,1,3,66.48
2020,2,12,2,3,64.79
2020,2,12,3,3,62.65
2020,2,12,4,3,62.06
2020,2,12,5,3,59.82
2020,2,12,6,3,58.3
2020,2,12,7,3,57.18
2020,2,12,8,3,55.21
2020,2,12,9,3,53.94
2020,2,12,10,3,51.79
2020,2,12,11,3,51.6
2020,2,12,12,3,51.36
2020,2,12,13,3,51.39
2020,2,12,14,3,52.5
2020,2,12,15,3,54.44
2020,2,12,16,3,55.28
2020,2,12,17,3,56.29
2020,2,12,18,3,56.65
2020,2,12,19,3,57.37
2020,2,12,20,3,57.88
2020,2,12,21,3,57.7
2020,2,12,22,3,55.68
2020,2,12,23,3,55.17
2020,2,13,0,4,54.78
2020,2,13,1,4,54.53
2020,2,13,2,4,54.35
2020,2,13,3,4,55.02
2020,2,13,4,4,55.19
2020,2,13,5,4,55.9
2020,2,13,6,4,56.65
2020,2,13,7,4,57.09
2020,2,13,8,4,59.6
2020,2,13,9,4,60.99
2020,2,13,10,4,62.18
2020,2,13,11,4,61.88
2020,2,13,12,4,62.7
2020,2,13,13,4,63.04
2020,2,13,14,4,63.73
2020,2,13,15,4,64.79
2020,2,13,16,4,64.03
2020,2,13,17,4,63.03
2020,2,13,18,4,62.89
2020,2,13,19,4,62.22
2020,2,13,20,4,62.77
2020,2,13,21,4,62.56
2020,2,13,22,4,62.13
2020,2,13,23,4,60.18
2020,2,14,0,5,57.21
2020,2,14,1,5,54.69
2020,2,14,2,5,52.55
2020,2,14,3,5,50.61
2020,2,14,4,5,49.45
2020,2,14,5,5,47.35
2020,2,14,6,5,46.16
2020,2,14,7,5,44.87
2020,2,14,8,5,43.14
2020,2,14,9,5,41.77
2020,2,14,10,5,39.65
2020,2,14,11,5,39.43
2020,2,14,12,5,39.36
2020,2,14,13,5,39.61
2020,2,14,14,5,42.35
2020,2,14,15,5,44.71
2020,2,14,16,5,46.29
2020,2,14,17,5,48.14
2020,2,14,18,5,49.04
2020,2,14,19,5,50.58
2020,2,14,20,5,51.21
2020,2,14,21,5,51.51
2020,2,14,22,5,48.45
2020,2,14,23,5,45.68
2020,2,15,0,6,43.5
2020,2,15,1,6,41.89
2020,2,15,2,6,40.24
2020,2,15,3,6,37.83
2020,2,15,4,6,37.09
2020,2,15,5,6,34.44
2020,2,15,6,6,33.07
2020,2,15,7,6,32.08
2020,2,15,8,6,30.49
2020,2,15,9,6,29.22
2020,2,15,10,6,26.64
2020,2,15,11,6,26.38
2020,2,15,12,6,26.16
2020,2,15,13,6,27.06
2020,2,15,14,6,30.21
2020,2,15,15,6,34.14
2020,2,15,16,6,35.99
2020,2,15,17,6,39.1
2020,2,15,18,6,41.19
2020,2,15,19,6,42.96
2020,2,15,20,6,44.1
2020,2,15,21,6,45.5
2020,2,15,22,6,44.25
2020,2,15,23,6,43.04
2020,2,16,0,7,40.86
2020,2,16,1,7,39.75
2020,2,16,2,7,38.38
2020,2,16,3,7,36.89
2020,2,16,4,7,36.56
2020,2,16,5,7,35.02
2020,2,16,6,7,34.66
2020,2,16,7,7,33.76
2020,2,16,8,7,33.15
2020,2,16,9,7,32.18
2020,2,16,10,7,32.7
2020,2,16,11,7,32.83
2020,2,16,12,7,33.23
2020,2,16,13,7,34.59
2020,2,16,14,7,38.21
2020,2,16,15,7,43.06
2020,2,16,16,7,45.41
2020,2,16,17,7,48.1
2020,2,16,18,7,49.21
2020,2,16,19,7,49.2
2020,2,16,20,7,49.33
2020,2,16,21,7,49.45
2020,2,16,22,7,47.89
2020,2,16,23,7,47.71
2020,2,17,0,1,47.01
2020,2,17,1,1,47.04
2020,2,17,2,1,46.52
2020,2,17,3,1,45.26
2020,2,17,4,1,45.34
2020,2,17,5,1,44.03
2020,2,17,6,1,43.58
2020,2,17,7,1,42.77
2020,2,17,8,1,40.96
2020,2,17,9,1,39.53
2020,2,17,10,1,38.21
2020,2,17,11,1,38.32
2020,2,17,12,1,38.71
2020,2,17,13,1,39.54
2020,2,17,14,1,43.4
2020,2,17,15,1,48.61
2020,2,17,16,1,51.47
2020,2,17,17,1,54.83
2020,2,17,18,1,56.77
2020,2,17,19,1,57.88
2020,2,17,20,1,58.86
2020,2,17,21,1,59.52
2020,2,17,22,1,57.81
2020,2,17,23,1,55.27
2020,2,18,0,2,53.27
2020,2,18,1,2,52.37
2020,2,18,2,2,51.35
2020,2,18,3,2,50.09
2020,2,18,4,2,49.81
2020,2,18,5,2,48.83
2020,2,18,6,2,48.81
2020,2,18,7,2,48.7
2020,2,18,8,2,48
2020,2,18,9,2,48.07
2020,2,18,10,2,47.08
2020,2,18,11,2,47.28
2020,2,18,12,2,47.2
2020,2,18,13,2,47.67
2020,2,18,14,2,48.89
2020,2,18,15,2,51.83
2020,2,18,16,2,53.41
2020,2,18,17,2,55.33
2020,2,18,18,2,56.01
2020,2,18,19,2,56.52
2020,2,18,20,2,57.05
2020,2,18,21,2,57.22
2020,2,18,22,2,57.15
2020,2,18,23,2,56.62
2020,2,19,0,3,55.64
2020,2,19,1,3,55.38
2020,2,19,2,3,55.38
2020,2,19,3,3,55.21
2020,2,19,4,3,55.45
2020,2,19,5,3,55.44
2020,2,19,6,3,55.52
2020,2,19,7,3,55.26
2020,2,19,8,3,54.84
2020,2,19,9,3,53.63
2020,2,19,10,3,52.33
2020,2,19,11,3,51.27
2020,2,19,12,3,50.7
2020,2,19,13,3,50.68
2020,2,19,14,3,50.82
2020,2,19,15,3,50.33
2020,2,19,16,3,50.39
2020,2,19,17,3,50.31
2020,2,19,18,3,50.62
2020,2,19,19,3,51.05
2020,2,19,20,3,51.61
2020,2,19,21,3,51.75
2020,2,19,22,3,49.82
2020,2,19,23,3,48.92
2020,2,20,0,4,47.27
2020,2,20,1,4,46.75
2020,2,20,2,4,45.74
2020,2,20,3,4,44.82
2020,2,20,4,4,44.46
2020,2,20,5,4,43.53
2020,2,20,6,4,43.16
2020,2,20,7,4,42.89
2020,2,20,8,4,42.48
2020,2,20,9,4,42.38
2020,2,20,10,4,42.12
2020,2,20,11,4,42.01
2020,2,20,12,4,42.08
2020,2,20,13,4,42.15
2020,2,20,14,4,41.92
2020,2,20,15,4,41.72
2020,2,20,16,4,41.68
2020,2,20,17,4,41.54
2020,2,20,18,4,40.72
2020,2,20,19,4,39.51
2020,2,20,20,4,37.13
2020,2,20,21,4,35.63
2020,2,20,22,4,34.39
2020,2,20,23,4,34.33
2020,2,21,0,5,34.27
2020,2,21,1,5,34.57
2020,2,21,2,5,34.66
2020,2,21,3,5,34.31
2020,2,21,4,5,34.31
2020,2,21,5,5,33.93
2020,2,21,6,5,33.81
2020,2,21,7,5,33.52
2020,2,21,8,5,32.65
2020,2,21,9,5,31.7
2020,2,21,10,5,30.14
2020,2,21,11,5,29.8
2020,2,21,12,5,29.42
2020,2,21,13,5,29.63
2020,2,21,14,5,31.15
2020,2,21,15,5,33.4
2020,2,21,16,5,34.24
2020,2,21,17,5,36.16
2020,2,21,18,5,37.85
2020,2,21,19,5,38.87
2020,2,21,20,5,40.74
2020,2,21,21,5,41.86
2020,2,21,22,5,40.38
2020,2,21,23,5,38.64
2020,2,22,0,6,35.89
2020,2,22,1,6,34.24
2020,2,22,2,6,32.79
2020,2,22,3,6,31.14
2020,2,22,4,6,30.95
2020,2,22,5,6,29.05
2020,2,22,6,6,28.43
2020,2,22,7,6,27.9
2020,2,22,8,6,26.92
2020,2,22,9,6,25.52
2020,2,22,10,6,24.07
2020,2,22,11,6,24.11
2020,2,22,12,6,24.4
2020,2,22,13,6,27.14
2020,2,22,14,6,33.47
2020,2,22,15,6,41.48
2020,2,22,16,6,44.31
2020,2,22,17,6,47.94
2020,2,22,18,6,50.11
2020,2,22,19,6,51.41
2020,2,22,20,6,53.17
2020,2,22,21,6,54
2020,2,22,22,6,51.36
2020,2,22,23,6,47.91
2020,2,23,0,7,44.57
2020,2,23,1,7,43.46
2020,2,23,2,7,40.74
2020,2,23,3,7,37.21
2020,2,23,4,7,36.41
2020,2,23,5,7,34.36
2020,2,23,6,7,33.33
2020,2,23,7,7,32.73
2020,2,23,8,7,31.7
2020,2,23,9,7,30.29
2020,2,23,10,7,29.29
2020,2,23,11,7,28.85
2020,2,23,12,7,29.1
2020,2,23,13,7,31.47
2020,2,23,14,7,39.09
2020,2,23,15,7,46.94
2020,2,23,16,7,51.77
2020,2,23,17,7,55.9
2020,2,23,18,7,57.87
2020,2,23,19,7,59.07
2020,2,23,20,7,59.51
2020,2,23,21,7,59.7
2020,2,23,22,7,57.49
2020,2,23,23,7,55.48
2020,2,24,0,1,53.09
2020,2,24,1,1,52.12
2020,2,24,2,1,50.85
2020,2,24,3,1,49.55
2020,2,24,4,1,49.17
2020,2,24,5,1,48.36
2020,2,24,6,1,47.6
2020,2,24,7,1,47.32
2020,2,24,8,1,46.95
2020,2,24,9,1,46.59
2020,2,24,10,1,46.94
2020,2,24,11,1,47.07
2020,2,24,12,1,46.85
2020,2,24,13,1,47.36
2020,2,24,14,1,47.91
2020,2,24,15,1,49.23
2020,2,24,16,1,49.85
2020,2,24,17,1,49.68
2020,2,24,18,1,49.43
2020,2,24,19,1,49.05
2020,2,24,20,1,48.13
2020,2,24,21,1,47.69
2020,2,24,22,1,46.77
2020,2,24,23,1,46.73
2020,2,25,0,2,46.69
2020,2,25,1,2,46.51
2020,2,25,2,2,46.45
2020,2,25,3,2,46.54
2020,2,25,4,2,46.4
2020,2,25,5,2,46.43
2020,2,25,6,2,46.68
2020,2,25,7,2,46.91
2020,2,25,8,2,47.49
2020,2,25,9,2,47.26
2020,2,25,10,2,48.71
2020,2,25,11,2,48.73
2020,2,25,12,2,48.77
2020,2,25,13,2,49.1
2020,2,25,14,2,51.02
2020,2,25,15,2,53.77
2020,2,25,16,2,55.22
2020,2,25,17,2,57.26
2020,2,25,18,2,58.59
2020,2,25,19,2,59.67
2020,2,25,20,2,61.06
2020,2,25,21,2,62.22
2020,2,25,22,2,60.19
2020,2,25,23,2,59.7
2020,2,26,0,3,58.15
2020,2,26,1,3,57.33
2020,2,26,2,3,57.12
2020,2,26,3,3,55.26
2020,2,26,4,3,54.73
2020,2,26,5,3,52.98
2020,2,26,6,3,52.23
2020,2,26,7,3,52.02
2020,2,26,8,3,50.7
2020,2,26,9,3,50.19
2020,2,26,10,3,48.03
2020,2,26,11,3,48.17
2020,2,26,12,3,48.54
2020,2,26,13,3,48.65
2020,2,26,14,3,50.57
2020,2,26,15,3,54.57
2020,2,26,16,3,57.33
2020,2,26,17,3,60.34
2020,2,26,18,3,61.53
2020,2,26,19,3,62.11
2020,2,26,20,3,62.09
2020,2,26,21,3,61.96
2020,2,26,22,3,59.12
2020,2,26,23,3,58.16
2020,2,27,0,4,57.16
2020,2,27,1,4,56.06
2020,2,27,2,4,53.27
2020,2,27,3,4,49.68
2020,2,27,4,4,47.84
2020,2,27,5,4,45.51
2020,2,27,6,4,44.22
2020,2,27,7,4,42.84
2020,2,27,8,4,40.63
2020,2,27,9,4,39.01
2020,2,27,10,4,36.92
2020,2,27,11,4,36.7
2020,2,27,12,4,36.28
2020,2,27,13,4,36.89
2020,2,27,14,4,38.52
2020,2,27,15,4,41.26
2020,2,27,16,4,42.33
2020,2,27,17,4,44.36
2020,2,27,18,4,46.01
2020,2,27,19,4,46.77
2020,2,27,20,4,48.22
2020,2,27,21,4,49.51
2020,2,27,22,4,47.41
2020,2,27,23,4,45.65
2020,2,28,0,5,43.44
2020,2,28,1,5,41.65
2020,2,28,2,5,39.6
2020,2,28,3,5,37.59
2020,2,28,4,5,36.71
2020,2,28,5,5,35.29
2020,2,28,6,5,34.38
2020,2,28,7,5,33.77
2020,2,28,8,5,31.84
2020,2,28,9,5,30.29
2020,2,28,10,5,29.52
2020,2,28,11,5,29.28
2020,2,28,12,5,30.21
2020,2,28,13,5,32.51
2020,2,28,14,5,38.6
2020,2,28,15,5,44.69
2020,2,28,16,5,46.64
2020,2,28,17,5,48.34
2020,2,28,18,5,49.74
2020,2,28,19,5,49.65
2020,2,28,20,5,49.41
2020,2,28,21,5,49.24
2020,2,28,22,5,46.91
2020,2,28,23,5,45.64
2020,3,1,0,6,44.15
2020,3,1,1,6,43.32
2020,3,1,2,6,41.93
2020,3,1,3,6,39.74
2020,3,1,4,6,39.03
2020,3,1,5,6,36.97
2020,3,1,6,6,35.74
2020,3,1,7,6,35.12
2020,3,1,8,6,35.13
2020,3,1,9,6,34.41
2020,3,1,10,6,33.26
2020,3,1,11,6,33.03
2020,3,1,12,6,33.03
2020,3,1,13,6,35.33
2020,3,1,14,6,39.51
2020,3,1,15,6,42.99
2020,3,1,16,6,43.98
2020,3,1,17,6,45.23
2020,3,1,18,6,46.31
2020,3,1,19,6,46.71
2020,3,1,20,6,47.92
2020,3,1,21,6,47.77
2020,3,1,22,6,45.42
2020,3,1,23,6,44.07
2020,3,2,0,7,41.52
2020,3,2,1,7,40.15
2020,3,2,2,7,37.7
2020,3,2,3,7,35.4
2020,3,2,4,7,34.06
2020,3,2,5,7,31.73
2020,3,2,6,7,30.52
2020,3,2,7,7,30.18
2020,3,2,8,7,29.32
2020,3,2,9,7,27.93
2020,3,2,10,7,25.82
2020,3,2,11,7,25.83
2020,3,2,12,7,25.56
2020,3,2,13,7,29.38
2020,3,2,14,7,37.99
2020,3,2,15,7,44.88
2020,3,2,16,7,47.34
2020,3,2,17,7,50.96
2020,3,2,18,7,53.2
2020,3,2,19,7,54.91
2020,3,2,20,7,56.76
2020,3,2,21,7,57.66
2020,3,2,22,7,55.28
2020,3,2,23,7,53.61
2020,3,3,0,1,51.48
2020,3,3,1,1,50.07
2020,3,3,2,1,48.47
2020,3,3,3,1,46.64
2020,3,3,4,1,46.13
2020,3,3,5,1,44.48
2020,3,3,6,1,43.64
2020,3,3,7,1,42.95
2020,3,3,8,1,42.82
2020,3,3,9,1,41.77
2020,3,3,10,1,40.28
2020,3,3,11,1,40.41
2020,3,3,12,1,40.1
2020,3,3,13,1,42.48
2020,3,3,14,1,49.16
2020,3,3,15,1,54.53
2020,3,3,16,1,57.97
2020,3,3,17,1,60.81
2020,3,3,18,1,62.1
2020,3,3,19,1,62.45
2020,3,3,20,1,62.33
2020,3,3,21,1,61.19
2020,3,3,22,1,59.54
2020,3,3,23,1,58.24
2020,3,4,0,2,57.04
2020,3,4,1,2,56.53
2020,3,4,2,2,56.09
2020,3,4,3,2,55.62
2020,3,4,4,2,55.08
2020,3,4,5,2,54.03
2020,3,4,6,2,53.26
2020,3,4,7,2,52.92
2020,3,4,8,2,53.12
2020,3,4,9,2,53.92
2020,3,4,10,2,53.52
2020,3,4,11,2,53.82
2020,3,4,12,2,54.04
2020,3,4,13,2,54.95
2020,3,4,14,2,56.27
2020,3,4,15,2,57.95
2020,3,4,16,2,58.48
2020,3,4,17,2,58.38
2020,3,4,18,2,58.95
2020,3,4,19,2,59.51
2020,3,4,20,2,60.71
2020,3,4,21,2,61.3
2020,3,4,22,2,60.79
2020,3,4,23,2,60.21
2020,3,5,0,3,59.1
2020,3,5,1,3,59.31
2020,3,5,2,3,59.04
2020,3,5,3,3,57.83
2020,3,5,4,3,57.28
2020,3,5,5,3,56.09
2020,3,5,6,3,54.85
2020,3,5,7,3,53.79
2020,3,5,8,3,51.83
2020,3,5,9,3,50.08
2020,3,5,10,3,48.19
2020,3,5,11,3,48.36
2020,3,5,12,3,48.93
2020,3,5,13,3,49.95
2020,3,5,14,3,52.36
2020,3,5,15,3,55.16
2020,3,5,16,3,56.04
2020,3,5,17,3,57.06
2020,3,5,18,3,58.25
2020,3,5,19,3,58.63
2020,3,5,20,3,58.85
2020,3,5,21,3,58.35
2020,3,5,22,3,55.78
2020,3,5,23,3,55.16
2020,3,6,0,4,54.38
2020,3,6,1,4,53.8
2020,3,6,2,4,53.57
2020,3,6,3,4,52.81
2020,3,6,4,4,52.36
2020,3,6,5,4,50.96
2020,3,6,6,4,50.04
2020,3,6,7,4,49.02
2020,3,6,8,4,48.47
2020,3,6,9,4,48.3
2020,3,6,10,4,48.32
2020,3,6,11,4,48.69
2020,3,6,12,4,49.11
2020,3,6,13,4,49.3
2020,3,6,14,4,50.01
2020,3,6,15,4,50.74
2020,3,6,16,4,51.33
2020,3,6,17,4,52.52
2020,3,6,18,4,52.58
2020,3,6,19,4,52.87
2020,3,6,20,4,51.62
2020,3,6,21,4,52.11
2020,3,6,22,4,51.12
2020,3,6,23,4,50.36
2020,3,7,0,5,49.37
2020,3,7,1,5,48.76
2020,3,7,2,5,47.5
2020,3,7,3,5,45.96
2020,3,7,4,5,44.73
2020,3,7,5,5,42.83
2020,3,7,6,5,41.22
2020,3,7,7,5,41
2020,3,7,8,5,39.93
2020,3,7,9,5,39.56
2020,3,7,10,5,39.88
2020,3,7,11,5,40.56
2020,3,7,12,5,41.36
2020,3,7,13,5,43.36
2020,3,7,14,5,47.32
2020,3,7,15,5,52.28
2020,3,7,16,5,53.47
2020,3,7,17,5,53.87
2020,3,7,18,5,53.25
2020,3,7,19,5,52.68
2020,3,7,20,5,52.01
2020,3,7,21,5,51.47
2020,3,7,22,5,48.45
2020,3,7,23,5,46.94
2020,3,8,0,6,45.73
2020,3,8,1,6,44.56
2020,3,8,2,6,43.49
2020,3,8,3,6,42.26
2020,3,8,4,6,41.93
2020,3,8,5,6,41.26
2020,3,8,6,6,40.68
2020,3,8,7,6,39.84
2020,3,8,8,6,38.83
2020,3,8,9,6,37.79
2020,3,8,10,6,37.17
2020,3,8,11,6,37.16
2020,3,8,12,6,37.41
2020,3,8,13,6,38.97
2020,3,8,14,6,41.83
2020,3,8,15,6,45.51
2020,3,8,16,6,46.88
2020,3,8,17,6,49.63
2020,3,8,18,6,50.99
2020,3,8,19,6,52.03
2020,3,8,20,6,53.56
2020,3,8,21,6,54.51
2020,3,8,22,6,52.45
2020,3,8,23,6,50.41
2020,3,9,0,7,47.52
2020,3,9,1,7,45.4
2020,3,9,2,7,43.09
2020,3,9,3,7,39.71
2020,3,9,4,7,38.56
2020,3,9,5,7,35.95
2020,3,9,6,7,34.36
2020,3,9,7,7,33.57
2020,3,9,8,7,31.74
2020,3,9,9,7,31
2020,3,9,10,7,28.95
2020,3,9,11,7,28.91
2020,3,9,12,7,28.9
2020,3,9,13,7,33.07
2020,3,9,14,7,43
2020,3,9,15,7,49.4
2020,3,9,16,7,51.95
2020,3,9,17,7,55.17
2020,3,9,18,7,56.8
2020,3,9,19,7,58.49
2020,3,9,20,7,60.13
2020,3,9,21,7,60.82
2020,3,9,22,7,57.84
2020,3,9,23,1,55.99
2020,3,10,0,1,54.2
2020,3,10,1,1,52.2
2020,3,10,3,1,49.93
2020,3,10,4,1,46.95
2020,3,10,5,1,45.46
2020,3,10,6,1,44.02
2020,3,10,7,1,42.23
2020,3,10,8,1,41.18
2020,3,10,9,1,39.98
2020,3,10,10,1,38.21
2020,3,10,11,1,36.72
2020,3,10,12,1,36.32
2020,3,10,13,1,36.63
2020,3,10,14,1,40.63
2020,3,10,15,1,50.07
2020,3,10,16,1,56.48
2020,3,10,17,1,60.41
2020,3,10,18,1,64.3
2020,3,10,19,1,65.75
2020,3,10,20,1,66.88
2020,3,10,21,1,67.47
2020,3,10,22,1,67.44
2020,3,10,23,1,63.97
2020,3,11,0,2,63.29
2020,3,11,1,2,61.63
2020,3,11,2,2,60.63
2020,3,11,3,2,60.14
2020,3,11,4,2,59
2020,3,11,5,2,57.7
2020,3,11,6,2,58.37
2020,3,11,7,2,57.94
2020,3,11,8,2,57.8
2020,3,11,9,2,57.65
2020,3,11,10,2,57.29
2020,3,11,11,2,56.51
2020,3,11,12,2,56.33
2020,3,11,13,2,56.41
2020,3,11,14,2,57.04
2020,3,11,15,2,58.45
2020,3,11,16,2,60.33
2020,3,11,17,2,61.89
2020,3,11,18,2,63.49
2020,3,11,19,2,64.13
2020,3,11,20,2,64.61
2020,3,11,21,2,65.54
2020,3,11,22,2,65.73
2020,3,11,23,2,64.7
2020,3,12,0,3,63.99
2020,3,12,1,3,62.41
2020,3,12,2,3,61.65
2020,3,12,3,3,60.37
2020,3,12,4,3,58.95
2020,3,12,5,3,58.08
2020,3,12,6,3,57.42
2020,3,12,7,3,56.02
2020,3,12,8,3,55.84
2020,3,12,9,3,54.42
2020,3,12,10,3,53.66
2020,3,12,11,3,53.2
2020,3,12,12,3,53.01
2020,3,12,13,3,52.64
2020,3,12,14,3,54.99
2020,3,12,15,3,58.76
2020,3,12,16,3,65.28
2020,3,12,17,3,68.7
2020,3,12,18,3,71.37
2020,3,12,19,3,72.99
2020,3,12,20,3,73.67
2020,3,12,21,3,73.76
2020,3,12,22,3,72.87
2020,3,12,23,3,69.79
2020,3,13,0,4,68.33
2020,3,13,1,4,66.66
2020,3,13,2,4,65.52
2020,3,13,3,4,63.46
2020,3,13,4,4,60.46
2020,3,13,5,4,58.2
2020,3,13,6,4,56.6
2020,3,13,7,4,54.73
2020,3,13,8,4,53.93
2020,3,13,9,4,52.23
2020,3,13,10,4,51.56
2020,3,13,11,4,49.44
2020,3,13,12,4,48.83
2020,3,13,13,4,49.11
2020,3,13,14,4,52.16
2020,3,13,15,4,58.24
2020,3,13,16,4,64
2020,3,13,17,4,66.86
2020,3,13,18,4,69.81
2020,3,13,19,4,71.5
2020,3,13,20,4,72.6
2020,3,13,21,4,72.95
2020,3,13,22,4,72.94
2020,3,13,23,4,70.85
2020,3,14,0,5,69.45
2020,3,14,1,5,67.65
2020,3,14,2,5,67.08
2020,3,14,3,5,66.43
2020,3,14,4,5,66
2020,3,14,5,5,65.37
2020,3,14,6,5,65.53
2020,3,14,7,5,65.39
2020,3,14,8,5,65.2
2020,3,14,9,5,64.4
2020,3,14,10,5,63.81
2020,3,14,11,5,64.32
2020,3,14,12,5,64.38
2020,3,14,13,5,64.5
2020,3,14,14,5,64.52
2020,3,14,15,5,65.89
2020,3,14,16,5,69.73
2020,3,14,17,5,71.15
2020,3,14,18,5,72.54
2020,3,14,19,5,73.71
2020,3,14,20,5,74.17
2020,3,14,21,5,74.04
2020,3,14,22,5,73.41
2020,3,14,23,5,71.72
2020,3,15,0,6,70.54
2020,3,15,1,6,68.27
2020,3,15,2,6,67.49
2020,3,15,3,6,65.93
2020,3,15,4,6,63.6
2020,3,15,5,6,62.23
2020,3,15,6,6,60.41
2020,3,15,7,6,59.5
2020,3,15,8,6,59.3
2020,3,15,9,6,57.91
2020,3,15,10,6,56.1
2020,3,15,11,6,55.54
2020,3,15,12,6,55.18
2020,3,15,13,6,54.75
2020,3,15,14,6,55.85
2020,3,15,15,6,57.96
2020,3,15,16,6,60.94
2020,3,15,17,6,62.12
2020,3,15,18,6,63.6
2020,3,15,19,6,64.43
2020,3,15,20,6,65.01
2020,3,15,21,6,64.71
2020,3,15,22,6,64.18
2020,3,15,23,6,62.09
2020,3,16,0,7,61.3
2020,3,16,1,7,59.88
2020,3,16,2,7,59.61
2020,3,16,3,7,58.96
2020,3,16,4,7,58.6
2020,3,16,5,7,57.32
2020,3,16,6,7,55.92
2020,3,16,7,7,55.27
2020,3,16,8,7,54.99
2020,3,16,9,7,54.38
2020,3,16,10,7,53.04
2020,3,16,11,7,53.46
2020,3,16,12,7,53.29
2020,3,16,13,7,53.12
2020,3,16,14,7,53.09
2020,3,16,15,7,53.1
2020,3,16,16,7,54.25
2020,3,16,17,7,54.31
2020,3,16,18,7,55.16
2020,3,16,19,7,55.92
2020,3,16,20,7,56.36
2020,3,16,21,7,56.77
2020,3,16,22,7,56.72
2020,3,16,23,7,55.45
2020,3,17,0,1,54.48
2020,3,17,1,1,53.7
2020,3,17,2,1,53.12
2020,3,17,3,1,52.56
2020,3,17,4,1,51.34
2020,3,17,5,1,50.72
2020,3,17,6,1,49.74
2020,3,17,7,1,49.15
2020,3,17,8,1,48.87
2020,3,17,9,1,47.84
2020,3,17,10,1,46.91
2020,3,17,11,1,46.57
2020,3,17,12,1,46.62
2020,3,17,13,1,46.69
2020,3,17,14,1,46.66
2020,3,17,15,1,47.49
2020,3,17,16,1,49.17
2020,3,17,17,1,49.84
2020,3,17,18,1,51.45
2020,3,17,19,1,52.45
2020,3,17,20,1,53.11
2020,3,17,21,1,53.71
2020,3,17,22,1,54.27
2020,3,17,23,1,53.51
2020,3,18,0,2,53.06
2020,3,18,1,2,52.57
2020,3,18,2,2,52.13
2020,3,18,3,2,51.84
2020,3,18,4,2,51.35
2020,3,18,5,2,51
2020,3,18,6,2,50.64
2020,3,18,7,2,50.52
2020,3,18,8,2,50.17
2020,3,18,9,2,49.86
2020,3,18,10,2,49.36
2020,3,18,11,2,48.9
2020,3,18,12,2,48.78
2020,3,18,13,2,48.81
2020,3,18,14,2,48.67
2020,3,18,15,2,49.84
2020,3,18,16,2,52.67
2020,3,18,17,2,54.13
2020,3,18,18,2,56.36
2020,3,18,19,2,58.62
2020,3,18,20,2,59.66
2020,3,18,21,2,61.66
2020,3,18,22,2,63.1
2020,3,18,23,2,63.68
2020,3,19,0,3,62.98
2020,3,19,1,3,61.13
2020,3,19,2,3,59.58
2020,3,19,3,3,58.03
2020,3,19,4,3,55.39
2020,3,19,5,3,54.42
2020,3,19,6,3,54.04
2020,3,19,7,3,53.61
2020,3,19,8,3,52.61
2020,3,19,9,3,52.43
2020,3,19,10,3,52.63
2020,3,19,11,3,51.7
2020,3,19,12,3,52.02
2020,3,19,13,3,52.3
2020,3,19,14,3,53
2020,3,19,15,3,54.75
2020,3,19,16,3,58.43
2020,3,19,17,3,60.05
